EMGSignal1,EMGSignal2,CyberGloveData,Movement
3.087821E-6,1.0419232E-6,0.52643,extension
1.9239104E-7,5.7758865E-5,0.06041,extension
2.1579585E-6,3.48925E-5,-0.07767,extension
1.9861349E-5,6.1743885E-6,-0.2589,extension
1.0229939E-5,3.3026765E-5,-0.29342,extension
1.1356788E-5,3.237288E-6,-0.29342,flexion
5.142842E-6,1.3341736E-5,-0.29342,flexion
2.61828E-6,6.998245E-6,-0.29342,flexion
3.180968E-6,3.1863947E-5,-0.29342,flexion
2.8403392E-5,1.1941373E-5,-0.29342,flexion
4.226067E-6,2.5582926E-6,-0.12082,flexion
3.5939618E-5,1.790624E-5,0.02589,flexion
1.3308134E-5,1.3073723E-4,0.21575,flexion
6.859002E-6,5.758023E-6,0.50917,flexion
6.834203E-6,3.5526555E-5,0.99245,flexion
1.2759108E-5,1.6024054E-5,1.1219,flexion
2.743914E-5,1.3655448E-5,1.1219,flexion
1.2129663E-5,1.9740586E-5,1.1219,flexion
1.4446825E-5,7.3754322E-6,1.08738,extension
1.2506626E-5,2.4064786E-5,0.97519,extension
9.479368E-6,4.478959E-5,0.62136,extension
1.4690944E-5,3.409374E-5,0.14671,extension
6.211633E-6,3.6787114E-6,-0.02589,extension
1.7441553E-5,8.288972E-5,-0.23301,extension
1.9011139E-5,1.023142E-4,-0.31068,extension
1.3725902E-5,7.905655E-6,-0.31068,flexion
2.069557E-5,6.902017E-6,-0.31068,flexion
6.392718E-6,5.306448E-5,-0.31068,flexion
1.0732749E-6,5.127575E-5,-0.31068,flexion
8.196862E-6,2.6957168E-5,-0.31068,flexion
4.220387E-5,1.2989413E-5,-0.31068,flexion
4.3310123E-5,1.2667284E-5,-0.31068,flexion
7.0970505E-6,1.5420192E-5,-0.26753,flexion
4.914714E-5,1.0307066E-4,-0.07767,flexion
1.9207351E-5,3.5587953E-5,0.09493,flexion
1.7570067E-6,1.4349227E-7,0.36246,flexion
9.779416E-6,1.4186045E-5,0.78533,flexion
2.2482722E-5,6.6860234E-6,0.95793,flexion
6.113149E-7,1.0773652E-5,0.95793,flexion
4.0615046E-6,7.101889E-5,0.95793,flexion
6.2810955E-6,3.13988E-5,0.95793,flexion
3.889292E-5,3.2259018E-6,0.92341,extension
5.436866E-5,1.371699E-6,0.6904,extension
9.046635E-6,6.611139E-6,0.03452,extension
8.011679E-6,4.256004E-5,-0.16397,extension
1.1009166E-5,8.113125E-5,-0.27616,extension
8.756008E-6,6.7653577E-6,-0.31068,extension
5.2367224E-5,7.96932E-6,-0.31068,flexion
2.8960258E-5,1.1867421E-5,-0.31068,flexion
4.375797E-6,2.9387864E-5,-0.31068,flexion
7.3657243E-6,9.379389E-6,-0.16397,flexion
8.240614E-6,2.3204895E-5,0.01726,flexion
6.623932E-5,1.2024447E-5,0.44876,flexion
2.7643197E-5,1.0997068E-5,0.84574,flexion
7.2196644E-7,5.530569E-5,0.29342,extension
1.0265555E-5,4.2023723E-5,-0.15534,extension
8.16839E-6,1.2360939E-5,-0.31068,extension
8.8213955E-7,7.883311E-6,-0.31068,flexion
4.347912E-6,1.6145286E-5,-0.0863,flexion
1.888996E-7,2.388403E-5,0.4315,flexion
1.8545048E-5,1.7318969E-6,0.50917,flexion
2.9374314E-5,2.9553366E-6,0.37109,extension
5.9032777E-6,7.797986E-7,0.13808,extension
4.706554E-6,6.870894E-6,-0.12082,extension
1.9911622E-7,8.570537E-6,-0.26753,extension
4.795689E-6,1.0151937E-5,-0.26753,flexion
1.2781269E-5,4.3714328E-5,-0.23301,flexion
8.317565E-7,4.0845856E-7,-0.01726,flexion
9.863456E-6,5.2390813E-5,0.45739,flexion
1.2781567E-6,3.2907355E-6,0.50054,flexion
1.7260061E-5,3.3963024E-6,0.39698,extension
9.1077145E-6,1.1508357E-5,0.0863,extension
3.685823E-5,1.937689E-5,-0.27616,extension
3.1613745E-5,3.06141E-7,-0.27616,flexion
4.9892433E-6,9.312957E-6,-0.27616,flexion
1.5620872E-5,5.1322104E-6,-0.06041,flexion
1.8884758E-6,8.880883E-6,0.39698,flexion
8.752761E-6,2.155019E-5,0.56095,flexion
1.4291364E-5,8.889427E-5,0.56095,flexion
2.4968801E-7,9.470412E-5,0.3452,extension
9.302372E-6,2.531899E-5,-0.06041,extension
4.385488E-5,9.038764E-6,-0.29342,extension
1.6250557E-5,4.924501E-6,-0.29342,flexion
5.1833267E-5,1.7335038E-5,-0.2589,flexion
2.0189466E-6,7.5882404E-6,-0.03452,flexion
8.48319E-8,1.0498029E-5,0.55232,flexion
7.0799397E-6,3.9182574E-5,0.6041,flexion
4.6202686E-6,2.1053165E-5,0.18986,extension
3.8136076E-7,5.6353278E-5,-0.19849,extension
1.0485497E-5,5.3660646E-5,-0.24164,extension
1.1431657E-5,1.7421278E-5,0.04315,flexion
6.001764E-6,1.7304108E-5,0.50054,flexion
1.9652833E-5,1.1523866E-5,0.46602,extension
7.758605E-8,1.6592996E-5,0.0863,extension
8.3651685E-6,5.4192496E-6,-0.23301,extension
1.2059884E-5,2.3252696E-6,-0.26753,extension
3.365598E-5,7.298926E-6,-0.18986,flexion
7.2133827E-7,8.7615916E-7,0.01726,flexion
1.1504999E-6,2.3101957E-6,0.44013,flexion
3.1675445E-6,1.4716748E-5,0.48328,flexion
4.3972585E-7,4.5177967E-5,0.1726,extension
1.7650008E-6,7.007057E-6,-0.13808,extension
2.6519504E-6,3.5329016E-5,-0.26753,extension
4.8688876E-6,1.7888575E-5,-0.26753,flexion
2.5872287E-6,1.7762392E-5,-0.11219,flexion
4.6075027E-5,2.5628296E-5,0.13808,flexion
1.4241842E-5,6.1226556E-6,0.37972,flexion
3.0546526E-6,1.2901659E-6,0.3452,extension
3.436205E-6,2.5048339E-5,0.15534,extension
3.7387563E-6,2.3896382E-6,-0.14671,extension
6.6090424E-6,2.8629825E-5,-0.26753,extension
2.162643E-5,2.1727343E-5,-0.26753,flexion
1.9699733E-5,5.4284824E-6,-0.14671,flexion
4.4291346E-6,3.9820893E-6,0.44013,flexion
3.4311724E-6,1.7360362E-5,0.66451,flexion
4.7358324E-5,2.1305355E-5,0.62999,extension
6.2763243E-6,2.0118496E-5,0.38835,extension
2.0351954E-5,7.169777E-5,-0.23301,extension
2.6506912E-5,4.141742E-5,-0.23301,flexion
6.9095763E-6,4.9716496E-6,0.23301,flexion
2.0399104E-5,3.6227977E-6,0.62136,flexion
3.6056056E-6,4.10692E-5,0.5178,extension
2.3979783E-5,3.2415487E-6,0.06041,extension
8.830678E-6,7.3055194E-6,-0.25027,extension
4.320431E-6,9.2912065E-5,-0.28479,extension
1.7018618E-5,4.979838E-5,-0.31931,extension
3.0336212E-6,2.5021618E-5,-0.02589,flexion
6.97655E-7,4.9239594E-7,0.40561,flexion
2.126479E-5,1.3878711E-5,0.5178,flexion
1.1319298E-5,1.0617926E-5,0.31931,extension
6.2596023E-6,1.2542901E-5,-0.04315,extension
6.4046512E-6,4.5080706E-6,-0.30205,extension
5.3570793E-6,2.4243778E-5,-0.30205,flexion
7.0795486E-6,1.6371541E-5,-0.22438,flexion
4.874762E-6,1.911304E-5,0.18123,flexion
5.6867776E-7,1.9702435E-5,0.59547,flexion
1.3132267E-5,1.1815631E-5,0.44876,extension
4.4943613E-6,2.7997548E-6,0.37972,extension
1.971542E-5,2.3811182E-7,0.37972,flexion
5.354258E-6,1.1809605E-6,0.18986,extension
2.7732895E-6,5.9551317E-6,0.05178,extension
3.416517E-6,4.1874014E-6,-0.05178,extension
5.739393E-6,3.062568E-7,-0.18986,extension
6.4678983E-7,2.0275478E-5,-0.2589,extension
2.0419823E-6,8.751668E-5,-0.29342,extension
8.7756587E-7,5.5124383E-5,-0.29342,flexion
1.4008301E-5,1.0614914E-6,-0.29342,flexion
7.866669E-6,9.589825E-6,-0.21575,flexion
7.829306E-6,2.5922183E-5,-0.01726,flexion
6.122315E-6,1.4064068E-5,0.21575,flexion
1.0665715E-5,2.8938048E-5,0.41424,flexion
2.8169582E-6,1.4727772E-6,0.76807,flexion
9.229551E-6,5.0304294E-7,0.84574,flexion
3.2446005E-5,2.367835E-6,0.84574,flexion
4.795081E-6,7.679522E-6,0.7767,extension
1.9192863E-5,6.747062E-6,-0.06041,extension
5.8864093E-6,2.0171608E-6,-0.2589,extension
8.139656E-6,2.0047926E-5,-0.29342,extension
6.293854E-6,2.7514001E-5,-0.29342,flexion
7.41799E-6,1.126613E-5,-0.29342,flexion
1.5149165E-5,1.11848916E-4,-0.29342,flexion
3.2862263E-6,2.2419683E-6,-0.29342,flexion
6.091557E-6,2.1630078E-6,-0.2589,flexion
2.1364316E-5,1.1348253E-4,-0.18986,flexion
1.3942367E-6,3.648377E-6,-0.06904,flexion
2.6496423E-7,2.9439184E-6,0.07767,flexion
1.4770285E-5,1.1059481E-5,0.40561,flexion
1.8476428E-6,1.236027E-5,0.84574,flexion
2.828E-5,4.348716E-6,0.95793,flexion
1.7427546E-6,7.063419E-6,0.91478,extension
1.9171865E-5,1.3227547E-5,0.05178,extension
5.7980083E-6,3.1894072E-7,-0.18986,extension
1.858604E-5,4.8089687E-6,-0.2589,extension
9.58293E-6,4.9689326E-5,-0.2589,flexion
7.811363E-6,6.545144E-5,-0.2589,flexion
3.0025165E-6,1.5946547E-5,-0.2589,flexion
9.969766E-7,1.6341053E-5,-0.2589,flexion
5.651897E-7,3.1252144E-5,-0.13808,flexion
1.19956485E-5,1.6285941E-5,0.01726,flexion
6.007755E-7,5.839796E-6,0.22438,flexion
1.2184754E-5,2.5119914E-7,0.73355,flexion
3.5464952E-6,8.662254E-7,1.00108,flexion
1.663792E-5,8.013927E-6,0.96656,extension
3.0043244E-5,3.2928956E-6,0.93204,extension
1.4797625E-5,1.4023115E-6,0.49191,extension
2.6260648E-6,4.7658796E-5,-0,extension
9.425146E-6,4.9316168E-5,-0.25027,extension
1.0443618E-5,9.0157766E-5,-0.28479,extension
1.0805925E-6,1.45815775E-5,-0.28479,flexion
1.0050194E-5,2.6954012E-5,-0.28479,flexion
1.8612112E-6,2.0605105E-5,-0.28479,flexion
1.6374566E-5,8.3097405E-7,-0.25027,flexion
1.783277E-6,5.447589E-6,-0.14671,flexion
8.580125E-6,4.331745E-6,-0.00863,flexion
2.5018642E-5,2.5605016E-6,0.13808,flexion
1.7917568E-5,5.3373947E-7,0.32794,flexion
9.810334E-6,9.360994E-6,0.64725,flexion
2.4318733E-6,4.2003317E-6,0.68177,flexion
1.8077717E-6,4.490367E-6,0.64725,extension
4.4454973E-6,4.7922807E-5,0.31068,extension
1.3883985E-5,3.6423655E-5,0.00863,extension
9.192809E-6,2.8519953E-5,-0.13808,extension
4.3065247E-6,3.3526747E-5,-0.29342,extension
2.4080719E-6,1.5895635E-5,-0.32794,extension
3.301123E-6,3.0310139E-6,-0.32794,flexion
3.614064E-7,2.3361101E-6,-0.20712,flexion
1.1507573E-6,1.4012004E-5,-0.06904,flexion
5.0589174E-6,7.814908E-6,-0,flexion
4.536481E-6,3.8925464E-6,0.13808,flexion
5.2093046E-6,2.8347574E-6,0.38835,flexion
1.1642465E-5,6.8005947E-6,0.01726,extension
1.1074256E-5,1.359783E-5,-0.15534,extension
8.041153E-6,5.281864E-6,0.29342,flexion
1.2776453E-6,3.3321983E-6,0.50917,flexion
1.8696109E-6,6.8063264E-6,0.10356,extension
2.4434953E-6,1.50714795E-5,-0.20712,extension
1.0383521E-5,2.6365904E-6,0.37109,flexion
3.22666E-6,2.4501196E-5,0.58684,flexion
4.1456956E-6,3.2315384E-6,-0.01726,extension
3.6291112E-6,1.4733063E-6,-0.19849,extension
1.12286976E-7,9.462529E-6,-0.04315,flexion
2.3808005E-7,1.7852002E-5,0.37972,flexion
1.1526402E-6,6.748904E-6,0.38835,flexion
7.0708425E-6,2.839126E-6,-0,extension
2.1578564E-6,1.0232789E-5,-0.21575,extension
4.5989827E-6,1.5914027E-5,-0.16397,flexion
3.1731051E-6,5.8222573E-5,0.24164,flexion
4.894983E-6,0.010601384,0.45739,flexion
2.523297E-6,0.0013195289,0.45739,flexion
1.4452643E-6,4.368947E-6,0.3452,extension
